dish_id,recipe_index,name,category,is_healthy,preference,image_url,cuisines,ingredients,dietary_tags,spice_level,preparation_time,description,original_recipe_id,original_url
csv_653_oil_free_gujarati_un,653,Oil Free Gujarati Undhiyu Recipe - No Onion No Garlic,Dinner,1,Veg,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Dhara/oil-free-gujarati-undhiyu-recipe-no-onion-no-garlic.jpg,"[""Gujarati""]",[],"[""vegetarian"",""gluten-free""]",Medium,,Oil Free Gujarati Undhiyu Recipe - No Onion No Garlic - Gujarati Recipes﻿ cuisine.,,https://www.archanaskitchen.com/oil-free-gujarati-undhiyu-recipe-no-onion-no-garlic
csv_654_karnataka_style_oran,654,Karnataka Style Orange Peels Curry Recipe,Lunch,1,Veg,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Smitha-Kalluraya/Karnataka_style_Orange_Peels_Curry_.jpg,"[""South Indian""]",[],"[""vegetarian"",""traditional"",""easy""]",Medium,,Karnataka Style Orange Peels Curry Recipe - Karnataka cuisine.,,https://www.archanaskitchen.com/karnataka-style-orange-peels-curry-recipe
csv_651_malabar_style_dates_,651,Malabar Style Dates Pickle Recipe,Dinner,,Non-Veg,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/nithya.anantham/Malabar_Style_Dates_Pickle_Recipe.jpg,"[""Other""]",[],[],Medium,,Malabar Style Dates Pickle Recipe - Malabar cuisine.,,https://www.archanaskitchen.com/malabar-style-dates-pickle-recipe
csv_656_dhaba_style_tawa_pul,656,Dhaba Style Tawa Pulao Recipe - Masala Brown Rice Tawa Pulao,Dinner,,Veg,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/pooja/Dabha_Style_Brown_Rice_Masala_Tawa_Pulav.jpg,"[""North Indian""]",[],"[""traditional"",""street-food""]",Medium,,Dhaba Style Tawa Pulao Recipe - Masala Brown Rice Tawa Pulao - North Indian Recipes cuisine.,,https://www.archanaskitchen.com/dhaba-style-tawa-pulao-recipe-masala-brown-rice-tawa-pulao
csv_652_carrot_semolina_phir,652,Carrot Semolina Phirni Recipe,Lunch,1,Veg,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Carrot_Semolina_Phirni_Recipe_.jpg,"[""North Indian""]",[],"[""vegetarian"",""traditional""]",Mild,,Carrot Semolina Phirni Recipe - North Indian Recipes cuisine.,,https://www.archanaskitchen.com/carrot-semolina-phirni-recipe
csv_657_apple_burfi_recipe,657,Apple Burfi Recipe,Snack,,Non-Veg,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/ssupta974-gmail.com/APPLE_BARFI_.jpg,"[""Gujarati""]",[],"[""traditional"",""street-food""]",Medium,,Apple Burfi Recipe - Indian cuisine.,,https://www.archanaskitchen.com/apple-burfi-recipe
csv_658_kerala_style_sugiyan,658,Kerala Style Sugiyan Recipe (Sweet Moong Dal Bondas),Snack,1,Veg,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/_Kerala_Style_Sugian_Recipe_Sweet_Moong_Dal_Bondas.jpg,"[""South Indian""]",[],"[""vegetarian"",""gluten-free""]",Mild,,Kerala Style Sugiyan Recipe (Sweet Moong Dal Bondas) - Kerala Recipes cuisine.,,https://www.archanaskitchen.com/kerala-style-sugian-recipe-sweet-moong-dal-bondas
csv_659_makki_ki_baked_mathr,659,Makki Ki Baked Mathri Recipe (Baked Cornmeal Flaky Biscuit),Snack,1,Veg,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Waagmi_Soni/Makki_ki_baked_Mathri.jpg,"[""North Indian""]",[],"[""vegetarian"",""gluten-free"",""quick""]",Mild,,Makki Ki Baked Mathri Recipe (Baked Cornmeal Flaky Biscuit) - North Indian Recipes cuisine.,,https://www.archanaskitchen.com/makki-ki-baked-mathri-recipe-baked-cornmeal-flaky-biscuit
csv_660_khara_bhath_recipe-s,660,Khara Bhath Recipe-South Indian Rava Bhath,Dinner,,Non-Veg,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Smitha_Kalluraya/khara-bhath-recipe-south-indian-rava-bhath.jpg,"[""Other""]",[],[],Medium,,Khara Bhath Recipe-South Indian Rava Bhath - Karnataka cuisine.,,https://www.archanaskitchen.com/khara-bhath-recipe-south-indian-rava-bhath
csv_663_bhindi_raita_recipe_,663,Bhindi Raita Recipe (Okra Salad),Snack,1,Veg,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Madhuli_Ajay/Bhindi_Raita_Okra_Salad.jpg,"[""Indian""]",[],"[""vegetarian"",""traditional"",""street-food""]",Mild,,Bhindi Raita Recipe (Okra Salad) - Indian cuisine.,,https://www.archanaskitchen.com/bhindi-raita-recipe-okra-salad
csv_662_kadai_broccoli_masal,662,Kadai Broccoli Masala Recipe - Broccoli Cooked With Indian Spices,Lunch,1,Veg,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/Kadai_Broccoli_Masala_Recipe_-_Broccoli_Cooked_With_Indian_Spices-1_1600.jpg,"[""North Indian""]",[],"[""vegetarian"",""quick""]",Medium,,Kadai Broccoli Masala Recipe - Broccoli Cooked With Indian Spices - North Indian Recipes cuisine.,,https://www.archanaskitchen.com/kadai-broccoli-masala-recipe-broccoli-cooked-with-indian-spices
csv_665_sheer_khurma_recipe_,665,Sheer Khurma Recipe - Seviyan or Vermicelli Kheer Pudding,Dessert,1,Veg,https://www.archanaskitchen.com/images/archanaskitchen/Indian_Sweets_Mithai/Sheer_Khurma_Recipe_Seviyan_or_Vermicelli_Kheer_Pudding-1.jpg,"[""Hyderabadi""]",[],"[""vegetarian"",""traditional""]",Mild,,Sheer Khurma Recipe - Seviyan or Vermicelli Kheer Pudding - Hyderabadi cuisine.,,https://www.archanaskitchen.com/sheer-khurma-recipe-a-delicious-vermicelli-pudding
csv_661_hyderabadi_chicken_s,661,Hyderabadi Chicken Shikampuri Kebab Recipe,Snack,,Non-Veg,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/shaheen_ali/Hyderabadi_Chicken_Shikampuri_Kebab_.jpg,"[""Hyderabadi""]",[],"[""Non-Veg"",""Street Food""]",Spicy,,Hyderabadi Chicken Shikampuri Kebab Recipe - Hyderabadi cuisine.,,https://www.archanaskitchen.com/hyderabadi-chicken-shikampuri-kebab-recipe
csv_666_baked_fish_in_coconu,666,Baked Fish In Coconut Milk Recipe,Dinner,,Non-Veg,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/shaheen_ali/Baked_Fish_In_Coconut_Milk_.jpg,"[""South Indian""]",[],"[""Non-Veg"",""Traditional""]",Medium,,Baked Fish In Coconut Milk Recipe - South Indian Recipes cuisine.,,https://www.archanaskitchen.com/baked-fish-in-coconut-milk-recipe
csv_668_kashmiri_monj_haakh_,668,Kashmiri Monj Haakh Recipe - Knol Khol Flavored With Asafoetida,Lunch,,Veg,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Shaheen_Ali/MUNJ_HAAKH__KNOL_KHOL_FLAVORED_WITH_ASAFOETIDA_KASHMIRI_VEG.jpg,"[""Kashmiri"",""North Indian""]",[],"[""vegetarian"",""traditional""]",Medium,,Kashmiri Monj Haakh Recipe - Knol Khol Flavored With Asafoetida - Kashmiri cuisine.,,https://www.archanaskitchen.com/kashmiri-munj-haakh-recipe-knol-khol-flavored-with-asafoetida
csv_664_chana_methi_dal_reci,664,Chana Methi Dal Recipe - Fenugreek & Split Bengal Gram Curry,Lunch,1,Veg,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2018/Methi_Chana_Dal_Recipe-2_1600.jpg,"[""North Indian""]",[],"[""vegetarian"",""traditional"",""street-food""]",Medium,,"A flavorful and nutritious North Indian curry made with split Bengal gram, fenugreek leaves, and spices. The Chana Methi Dal is a staple dish in many households, known for its comforting taste and health benefits. Serve it hot with a dollop of raita for a satisfying meal.",,https://www.archanaskitchen.com/chana-methi-dal-recipe-fenugreek-split-bengal-gram-curry
csv_670_mexican_salsa_chicke,670,Mexican Salsa Chicken With Italian Cream Cheese Recipe,Dinner,,Non-Veg,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Anuja/Fusion__Italian_and_mexican_chicken.jpg,"[""Italian""]",[],[],Mild,,Mexican Salsa Chicken With Italian Cream Cheese Recipe - Italian Recipes cuisine.,,https://www.archanaskitchen.com/mexican-salsa-chicken-with-italian-cream-cheese-recipe
csv_669_tamatar_chaat_banara,669,Tamatar Chaat Banarasi Style Recipe,Snack,,Veg,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/garimasgautam-gmail.com/Tamatar_Chaat_Banarasi_Style_.jpg,"[""Uttar Pradesh""]",[],"[""vegetarian"",""street-food""]",Spicy,,Tamatar Chaat Banarasi Style Recipe - Uttar Pradesh cuisine.,,https://www.archanaskitchen.com/tamatar-chaat-banarasi-style-recipe
csv_667_andhra_style_chicken,667,Andhra Style Chicken Fry Recipe,Starter,,Non-Veg,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/garimasgautam-gmail.com/Andhra_Chicken_Fry.jpg,"[""Hyderabadi"",""South Indian""]",[],"[""non-vegetarian"",""spicy"",""traditional""]",Spicy,,"A flavorful and spicy chicken dish marinated in yogurt, spices, and herbs, then cooked to perfection in a wok with onions, tomatoes, and green chilies.",,https://www.archanaskitchen.com/andhra-chicken-fry-recipe
csv_673_eggless_oats_cranber,673,Eggless Oats Cranberry Almond Cookies Recipe,Snack,,Non-Veg,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/Oats_Cranberry__Almond_cookies_.jpg,[],[],[],Medium,,Eggless Oats Cranberry Almond Cookies Recipe - Continental cuisine.,,https://www.archanaskitchen.com/eggless-oats-cranberry-almond-cookies-recipe
csv_672_chicken_chilli_chees,672,Chicken Chilli Cheese Quesadillas Recipe,Dinner,,Non-Veg,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Shaheen_Ali/CHICKEN_CHILI_CHEESE_QUESADILLAS.jpg,"[""Mexican""]",[],"[""Non-vegetarian"",""Spicy""]",Medium,,Chicken Chilli Cheese Quesadillas Recipe - Mexican cuisine.,,https://www.archanaskitchen.com/chicken-chilli-cheese-quesadillas-recipe
csv_675_restaurant_style_che,675,Restaurant Style Chettinad Style Fish Curry Recipe,Dinner,,Non-Veg,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Soni_Khadilkar/Chettinad_style_Fish_curry.jpg,"[""South Indian"",""Hyderabadi""]",[],"[""non-vegetarian"",""traditional""]",Spicy,,Restaurant Style Chettinad Style Fish Curry Recipe - Chettinad cuisine.,,https://www.archanaskitchen.com/restaurant-style-chettinad-style-fish-curry-recipe
csv_674_italian_style_brocco,674,Italian Style Broccoli And Cauliflower Soup Recipe,Dinner,1,Veg,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/garimasgautam-gmail.com/Broccoli__Cauliflower_Soup_Italian_Style_.jpg,"[""Italian""]",[],"[""vegetarian"",""quick"",""easy""]",Mild,,Italian Style Broccoli And Cauliflower Soup Recipe - Italian Recipes cuisine.,,https://www.archanaskitchen.com/italian-style-broccoli-and-cauliflower-soup-recipe
csv_678_parmesan_cheese_bisc,678,Parmesan Cheese Biscuits Recipe,Snack,,Non-Veg,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Bhavita/Parmesan_Cheese_Biscuits.jpg,[],[],[],Mild,,Parmesan Cheese Biscuits Recipe - Continental cuisine.,,https://www.archanaskitchen.com/parmesan-cheese-biscuits-recipe
csv_680_eggless_beetroot_bro,680,Eggless Beetroot Brownie Recipe Made With Amaranth Flour,Snack,1,Veg,https://www.archanaskitchen.com/images/archanaskitchen/Dessert_Cakes/Eggless_Beetroot_Brownie_Recipe_Made_With_Amaranth_Flour-1.jpg,"[""Continental""]",[],"[""vegetarian"",""gluten-free"",""easy""]",Mild,,Eggless Beetroot Brownie Recipe Made With Amaranth Flour - Continental cuisine.,,https://www.archanaskitchen.com/eggless-beetroot-brownie-recipe-gluten-free
csv_676_arugula_&_fig_salad_,676,Arugula & Fig Salad Recipe,Snack,1,Veg,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Arugula__Fig_Salad_Recipe.jpg,"[""Continental""]",[],"[""vegetarian"",""gluten-free""]",Mild,,Arugula & Fig Salad Recipe - Continental cuisine.,,https://www.archanaskitchen.com/arugula-fig-salad-recipe
csv_671_baked_pasta_recipe_w,671,Baked Pasta Recipe With Spinach And Artichoke,Dinner,,Unknown,https://www.archanaskitchen.com/images/archanaskitchen/World_Pastas_Pizzas/Baked_Pasta_with_Spinach_and_Artichoke_Recipe.jpg,"[""Italian""]",[],"[""Non-Veg""]",Mild,,Baked Pasta Recipe With Spinach And Artichoke - Italian Recipes cuisine.,,https://www.archanaskitchen.com/baked-pasta-with-spinach-and-artichoke-recipe
csv_679_sooji_manpasand_burf,679,Sooji Manpasand Burfi Recipe - Semolina Coconut Fudge,Snack,,Veg,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Curryandvanilla/Suji_Manpasand_BurfiSemolina_Coconut_Fudge_recipe_edited.jpg,"[""Indian""]",[],[],Medium,,Sooji Manpasand Burfi Recipe - Semolina Coconut Fudge - Indian cuisine.,,https://www.archanaskitchen.com/sooji-manpasand-burfi-recipe-semolina-coconut-fudge
csv_677_french_toast_blt_bag,677,French Toast BLT Bagel Sandwich Recipe,Breakfast,,Non-Veg,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/French_Toast_BLT_Bagel_Sandwich_Recipe.jpg,"[""Continental""]",[],"[""quick"",""easy""]",Mild,,French Toast BLT Bagel Sandwich Recipe - Continental cuisine.,,https://www.archanaskitchen.com/french-toast-blt-bagel-sandwich-recipe
csv_687_maharashtrian_bataty,687,Maharashtrian Batatyacha Kees Recipe (Pan Fried Spiced Potatoes with Peanuts),Snack,1,Veg,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Madhuli_Ajay/Batatyacha_Kees.jpg,"[""Maharashtrian""]",[],"[""vegetarian"",""traditional""]",Medium,,Maharashtrian Batatyacha Kees Recipe (Pan Fried Spiced Potatoes with Peanuts) - Maharashtrian Recipes cuisine.,,https://www.archanaskitchen.com/maharashtrian-batatyacha-kees-recipe-pan-fried-spiced-potatoes-with-peanuts
csv_684_rava_kakdi_thalipeet,684,Rava Kakdi Thalipeeth Recipe (Maharashtrian Style Semolina-Cucumber Flatbread),Breakfast,1,Veg,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/madhulia/Rava_Kakdi_Thalipeeth_Maharashtrian_style_SemolinaCucumber_flatbread.jpg,"[""Maharashtrian""]",[],"[""vegetarian"",""gluten-free"",""traditional""]",Mild,,Rava Kakdi Thalipeeth Recipe (Maharashtrian Style Semolina-Cucumber Flatbread) - Maharashtrian Recipes cuisine.,,https://www.archanaskitchen.com/rava-kakdi-thalipeeth-recipe-maharashtrian-style-semolina-cucumber-flatbread
csv_683_kerala_cherupayar_cu,683,Kerala Cherupayar Curry Recipe (Green Moong and Yellow Moong Dal Recipe),Breakfast,1,Veg,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Kerala_Cherupayar_Curry_Recipe_Green_Moong_and_Yellow_Moong_Dal_Recipe.jpg,"[""South Indian"",""Kerala""]",[],"[""vegetarian"",""traditional"",""easy""]",Mild,,Kerala Cherupayar Curry Recipe (Green Moong and Yellow Moong Dal Recipe) - Kerala Recipes cuisine.,,https://www.archanaskitchen.com/kerala-cherupayar-curry-recipe-green-moong-and-yellow-moong-dal-recipe
csv_685_kachi_tikya_recipe_,685,Kachi Tikya Recipe  - Chicken In Tomato Gravy With Potatoes,Dinner,,Non-Veg,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Sadafabbasi79-yahoo.com/kachi-tikya-recipe.JPG,"[""North Indian""]",[],"[""non-vegetarian"",""rich""]",Medium,,A flavorful North Indian dish made with chicken tikka in a tangy tomato gravy served with potatoes and served hot.,,https://www.archanaskitchen.com/kachi-tikya-recipe-chicken-in-tomato-gravy-with-potatoes
csv_688_kathiri_urulai_masal,688,Kathiri Urulai Masala Kuzhambu Recipe - Brinjal And Potato Masala Gravy,Dinner,,Veg,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sandhya-archanaskitchen.com/kathiri_urulai_masala_kuzhambu_Brinjal_and_potato_masala_gravy_.jpg,"[""South Indian""]",[],"[""traditional"",""street-food""]",Medium,,Kathiri Urulai Masala Kuzhambu Recipe - Brinjal And Potato Masala Gravy - South Indian Recipes cuisine.,,https://www.archanaskitchen.com/kathiri-urulai-masala-kuzhambu-recipe-brinjal-and-potato-masala-gravy
csv_682_bharwa_karela_with_s,682,Bharwa Karela With Sweet Potato Filling Recipe,Lunch/Dinner,1,Veg,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl-archanaskitchen.com/Bharwa_Karela_with_Sweet_Potato_Filling_Recipe_.jpg,"[""Indian""]",[],"[""vegetarian"",""traditional""]",Medium,,Bharwa Karela With Sweet Potato Filling Recipe - Indian cuisine.,,https://www.archanaskitchen.com/bharwa-karela-with-sweet-potato-filling-recipe
csv_690_mexican_black_bean_c,690,Mexican Black Bean Corn Soup Recipe,Lunch,1,Veg,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Gauravi_Vinay/Mexican_Black_beancorn_soup.jpg,"[""Mexican""]",[],"[""vegetarian"",""quick"",""easy""]",Mild,,Mexican Black Bean Corn Soup Recipe - Mexican cuisine.,,https://www.archanaskitchen.com/mexican-black-bean-corn-soup-recipe
csv_689_kashmiri_style_yakhn,689,Kashmiri Style Yakhni Pulao With Chicken Recipe,Lunch,,Non-Veg,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Shireen_Srivastava/YAKHNI_PULAO.jpg,"[""Kashmiri""]",[],"[""non-vegetarian"",""traditional"",""kashmiri""]",Medium,,"A flavorful Kashmiri-style Yakhni Pulao with chicken, made with aromatic spices and a rich stock, served hot and steaming.",,https://www.archanaskitchen.com/yakhni-pulao-with-chicken-recipe
csv_681_coconut_thumbprint_c,681,Coconut Thumbprint Cookies With Pineapple And Apricot Preserve Recipe,Snack,,Unknown,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/jyothir/Coconut_Thumbprint_Cookies_with_Pineapple_and_Apricot_Preserve.jpg,"[""Continental""]",[],"[""quick"",""easy""]",Mild,,Coconut Thumbprint Cookies With Pineapple And Apricot Preserve Recipe - Continental cuisine.,,https://www.archanaskitchen.com/eggless-almond-coconut-cookies-recipe
csv_686_nei_appam_/_unniyapp,686,Nei Appam / Unniyappam Recipe - Coconut Banana Fritters,Snack,1,Veg,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2018/Nei_Appam_Unniyappam_Recipe_Coconut_Banana_Fritters-9.jpg,"[""South Indian"",""Kerala"",""Street Food""]",[],"[""Vegetarian"",""Traditional"",""Snack Box Friendly""]",Mild,,Nei Appam / Unniyappam Recipe - Coconut Banana Fritters - Kerala Recipes cuisine.,,https://www.archanaskitchen.com/nei-appam-recipe-coconut-banana-fritters
csv_692_dibba_rotti/minapa_r,692,Dibba Rotti/Minapa Rotti Recipe (Pan Idli Recipe),Breakfast,1,Veg,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Dibba_RottiMinapa_Rotti_Recipe_Pan_Idli_Recipe_.jpg,"[""Andhra""]",[],"[""vegetarian""]",Mild,,Dibba Rotti/Minapa Rotti Recipe (Pan Idli Recipe) - Andhra cuisine.,,https://www.archanaskitchen.com/dibba-rotti-minapa-rotti-recipe-pan-idli-recipe
csv_691_malvani_fish_curry_r,691,Malvani Fish Curry Recipe - Delicious And Spicy Fish Curry,Lunch,,Non-Veg,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl-archanaskitchen.com/Malvani_Fish_Curry_Recipe_.jpg,"[""Goan"",""Malvani""]",[],"[""traditional"",""street-food""]",Spicy,,Malvani Fish Curry Recipe - Delicious And Spicy Fish Curry - Malvani cuisine.,,https://www.archanaskitchen.com/malvani-fish-curry-recipe-delicious-and-spicy-fish-curry
csv_698_spicy_kiwi_salsa_rec,698,Spicy Kiwi Salsa Recipe with Feta Cheese,Snack,,Non-Veg,https://www.archanaskitchen.com/images/archanaskitchen/World_Dips/Spicy_Kiwi_Salsa_recipe-1.jpg,"[""Mexican""]",[],"[""other""]",Spicy,,"A unique fusion dish blending the sweetness of kiwi with the tanginess of feta cheese, adding a spicy kick from Tabasco.",,https://www.archanaskitchen.com/spicy-kiwi-salsa-recipe-with-feta-cheese
csv_693_kasuri_malai_murgh_r,693,Kasuri Malai Murgh Recipe,Dinner,,Non-Veg,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Shaheen_Ali/KASURI_MALAI_MURGH.jpg,"[""North Indian""]",[],"[""non-vegetarian"",""rich"",""traditional""]",Medium,,"A rich and flavorful North Indian dish made with marinated chicken cooked in a creamy sauce with a blend of spices, kasuri methi, and cream.",,https://www.archanaskitchen.com/kasuri-malai-murgh-recipe
csv_696_baklava_recipe_-_tur,696,Baklava Recipe - Turkish Traditional Sweet,Snack,,Non-Veg,https://www.archanaskitchen.com/images/archanaskitchen/Dessert_Gourmet_Favorites/baklava_turkish_sweet_delight_Recipe_shutterstock_192914432.jpg,"[""Mediterranean""]",[],[],Medium,,Baklava Recipe - Turkish Traditional Sweet - Mediterranean cuisine.,,https://www.archanaskitchen.com/baklava-recipe-turkish-traditional-sweet
csv_694_crispy_bakwan_sayur_,694,Crispy Bakwan Sayur Recipe (No Onion No Garlic Vegetable Fritter),Snack,1,Veg,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Dhara/bakwan_sayur_recipe_no_onion_no_garlic.jpg,"[""Indonesian""]",[],"[""vegetarian"",""gluten-free""]",Mild,,Crispy Bakwan Sayur Recipe (No Onion No Garlic Vegetable Fritter) - Indonesian cuisine.,,https://www.archanaskitchen.com/crispy-bakwan-sayur-recipe-no-onion-no-garlic-vegetable-fritter
csv_700_eggless_christmas_tr,700,Eggless Christmas Tree Chocolate Cookies Recipe,Snack,,Non-Veg,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/firsttimercook/Eggless_Christmas_Tree_Chocolate_Cookies_edited.jpg,"[""Continental""]",[],[],Mild,,Eggless Christmas Tree Chocolate Cookies Recipe - Continental cuisine.,,https://www.archanaskitchen.com/eggless-christmas-tree-chocolate-cookies-recipe
csv_699_mexican_brown_rice_a,699,Mexican Brown Rice and Quinoa Casserole Recipe,Dinner,1,Veg,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Nupur_Mehra/Mexican_Brown_rice_and_Quinoa_skillet.jpg,[],[],"[""Vegetarian"",""Gluten-free""]",Medium,,Mexican Brown Rice and Quinoa Casserole Recipe - Mexican cuisine.,,https://www.archanaskitchen.com/mexican-brown-rice-and-quinoa-casserole-recipe
csv_695_spicy_sichuan_caulif,695,Spicy Sichuan Cauliflower Recipe,Dinner,1,Veg,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/TingleYourTasteBuds/Schezwan_Cauliflower.jpg,"[""Indo-Chinese""]",[],"[""vegetarian"",""gluten-free""]",Spicy,,Spicy Sichuan Cauliflower Recipe - Indo Chinese cuisine.,,https://www.archanaskitchen.com/spicy-sichuan-cauliflower-recipe
csv_697_vegetable_tagine_rec,697,Vegetable Tagine Recipe,Dinner,1,Veg,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/jyothir/Vegetable_Tagine.jpg,"[""African""]",[],"[""vegetarian"",""traditional""]",Medium,,"A hearty and flavorful African-inspired Vegetable Tagine, made with a blend of aromatic spices and fresh vegetables, served over couscous. This dish is perfect for a weekend dinner. The combination of sweet prunes and tangy lemon juice adds depth to the rich flavors.",,https://www.archanaskitchen.com/vegetable-tagine-recipe
csv_702_saragva_nu_shaak_rec,702,Saragva Nu Shaak Recipe-Drumstick Masala Sabzi,Lunch,1,Veg,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2020/Saragvo_Nu_Shaak_Drumstick_Sabzi_Recipe_2-2_1600.jpg,"[""Gujarati""]",[],"[""vegetarian"",""traditional""]",Medium,,Saragva Nu Shaak Recipe-Drumstick Masala Sabzi - Gujarati Recipes﻿ cuisine.,,https://www.archanaskitchen.com/saragvo-nu-shaak-recipe-drumstick-masala-sabzi
csv_703_bihari_aloo_bhujiya_,703,Bihari Aloo Bhujiya Recipe,Dinner,,Veg,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/KarthikaKrishnan/Bihari_Aloo_Ki_Bhujiya.jpg,"[""Bihari"",""Punjabi""]",[],"[""traditional"",""street-food""]",Medium,,Bihari Aloo Bhujiya Recipe - Bihari cuisine.,,https://www.archanaskitchen.com/bihari-aloo-ki-bhujiya-recipe
csv_705_kohlrabi_recipe_(kno,705,Kohlrabi Recipe (Knol Khol Poriyal),Lunch,1,Veg,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/neetha2687-gmail.com/kohl_rabiNol_khol_curry.jpg,"[""Indian""]",[],"[""vegetarian"",""traditional"",""easy""]",Medium,,Kohlrabi Recipe (Knol Khol Poriyal) - Indian cuisine.,,https://www.archanaskitchen.com/kohl-rabi-recipe-nol-khol-curry
csv_701_swedish_saffron_buns,701,Swedish Saffron Buns Recipe,Snack,,Unknown,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/madhulia/Swedish_Saffron_buns.jpg,"[""European""]",[],"[""Gluten-free""]",Mild,,"Soft and fluffy Swedish saffron buns infused with the warmth of raisins and a hint of sweetness, perfect for pairing with a comforting beverage on a cold evening.",,https://www.archanaskitchen.com/swedish-saffron-buns-recipe
csv_706_heart_shaped_tea_san,706,Heart Shaped Tea Sandwiches Recipe,Snack,1,Non-Veg,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Curryandvanilla/Heart_Shaped_Tea_Sandwiches.jpg,[],[],[],Medium,,Heart Shaped Tea Sandwiches Recipe - Indian cuisine.,,https://www.archanaskitchen.com/heart-shaped-tea-sandwiches-recipe
csv_709_golpapdi_recipe_|_gu,709,Golpapdi Recipe | Gur Papdi | Sukhdi recipe | Gujarati Gol Papdi,Snack,1,Veg,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2020/Gol_Papdi_Golpapdi_Gur_Papdi_Sukhdi_Recipe_Gujarati_Sweet_12_1600.jpg,"[""Gujarati""]",[],"[""Vegetarian"",""Traditional"",""Street Food""]",Mild,,"Crunchy, sweet, and utterly delicious Golpapdi Recipe, a traditional Gujarati snack made with whole wheat flour, jaggery, almonds, and coconut.",,https://www.archanaskitchen.com/golpapdi-recipe-a-traditional-gujarati-indian-sweet
"csv_707_watermelon,_chena,_c",707,"Watermelon, Chena, Cucumber With Soy Dressing Recipe",Snack,1,Veg,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Watermelon_Chena_Cucumber_With_Soy_Dressing_Recipe.jpg,"[""Continental""]",[],"[""vegetarian"",""quick""]",Mild,,"Watermelon, Chena, Cucumber With Soy Dressing Recipe - Continental cuisine.",,https://www.archanaskitchen.com/watermelon-chena-cucumber-with-soy-dressing-recipe
csv_704_stuffed_mushroom_rec,704,Stuffed Mushroom Recipe With Italian Sausage,Snack,,Non-Veg,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/jyothir/Stuffed_Mushroom_with_Italian_Sausage.jpg,"[""Italian""]",[],"[""non-vegetarian"",""containing-gluten""]",Medium,,"A unique blend of Italian sausage and cheese, stuffed into button mushrooms for a flavorful and savory snack. Perfect for appetizers or evening snacks. Rich in protein and easy to prepare.",,https://www.archanaskitchen.com/stuffed-mushroom-recipe-with-italian-sausage
